Arrival_Date,Commodity,Commodity_Code,District,Grade,Market,Max_Price,Min_Price,Modal_Price,State,Variety,Year,Month,Day,DayOfWeek
2004-03-22,Paddy(Dhan)(Common),2,Bhagalpur,FAQ,Bhagalpur,535,495,530,Bihar,Paddy fine,2004,3,22,0
2004-03-22,Masur Dal,259,Bhagalpur,FAQ,Bhagalpur,2370,2280,2310,Bihar,Masoor Gola,2004,3,22,0
2004-03-22,Bengal Gram(Gram)(Whole),6,Bhagalpur,FAQ,Bhagalpur,2200,2050,2100,Bihar,Desi (F.A.Q. Split),2004,3,22,0
2004-03-22,Wheat,1,Bhagalpur,FAQ,Bhagalpur,890,870,880,Bihar,Deshi,2004,3,22,0
2004-03-22,Mustard Oil,324,Bhagalpur,FAQ,Bhagalpur,6000,5840,5850,Bihar,Other,2004,3,22,0
2004-03-22,Onion,23,Bhagalpur,FAQ,Bhagalpur,800,730,750,Bihar,Pusa-Red,2004,3,22,0
2004-03-22,Big Gram,113,Bhagalpur,FAQ,Bhagalpur,1850,1770,1800,Bihar,Other,2004,3,22,0
2004-03-25,Rice,3,Bhagalpur,FAQ,Bhagalpur,1200,900,1100,Bihar,Medium,2004,3,25,3
2004-03-25,Potato,24,Bhagalpur,FAQ,Bhagalpur,130,115,120,Bihar,Desi,2004,3,25,3
2004-03-25,Wheat,1,Bhagalpur,FAQ,Bhagalpur,890,870,880,Bihar,Deshi,2004,3,25,3
2004-03-25,Mustard Oil,324,Bhagalpur,FAQ,Bhagalpur,6000,5840,5850,Bihar,Other,2004,3,25,3
2004-03-25,Bengal Gram(Gram)(Whole),6,Bhagalpur,FAQ,Bhagalpur,2200,2050,2100,Bihar,Desi (F.A.Q. Split),2004,3,25,3
2004-03-25,Arhar (Tur/Red Gram)(Whole),49,Bhagalpur,FAQ,Bhagalpur,2850,2750,2800,Bihar,Arhar Dal(Tur),2004,3,25,3
2004-03-25,Onion,23,Bhagalpur,FAQ,Bhagalpur,625,575,600,Bihar,Pusa-Red,2004,3,25,3
2004-03-25,Big Gram,113,Bhagalpur,FAQ,Bhagalpur,1850,1770,1800,Bihar,Other,2004,3,25,3
2004-03-25,Masur Dal,259,Bhagalpur,FAQ,Bhagalpur,2370,2280,2310,Bihar,Masoor Gola,2004,3,25,3
2004-03-25,Paddy(Dhan)(Common),2,Bhagalpur,FAQ,Bhagalpur,535,495,530,Bihar,Paddy fine,2004,3,25,3
2004-03-26,Bengal Gram(Gram)(Whole),6,Bhagalpur,FAQ,Bhagalpur,2200,2050,2100,Bihar,Desi (F.A.Q. Split),2004,3,26,4
2004-03-26,Potato,24,Bhagalpur,FAQ,Bhagalpur,130,115,120,Bihar,Desi,2004,3,26,4
2004-03-26,Onion,23,Bhagalpur,FAQ,Bhagalpur,625,575,600,Bihar,Pusa-Red,2004,3,26,4
2004-03-26,Paddy(Dhan)(Common),2,Bhagalpur,FAQ,Bhagalpur,535,495,530,Bihar,Paddy fine,2004,3,26,4
2004-03-26,Wheat,1,Bhagalpur,FAQ,Bhagalpur,890,870,880,Bihar,Deshi,2004,3,26,4
2004-03-26,Big Gram,113,Bhagalpur,FAQ,Bhagalpur,1850,1770,1800,Bihar,Other,2004,3,26,4
2004-03-26,Masur Dal,259,Bhagalpur,FAQ,Bhagalpur,2370,2280,2310,Bihar,Masoor Gola,2004,3,26,4
2004-03-26,Rice,3,Bhagalpur,FAQ,Bhagalpur,1200,900,1100,Bihar,Medium,2004,3,26,4
2004-03-26,Mustard Oil,324,Bhagalpur,FAQ,Bhagalpur,6000,5840,5850,Bihar,Other,2004,3,26,4
2004-03-26,Arhar (Tur/Red Gram)(Whole),49,Bhagalpur,FAQ,Bhagalpur,2850,2750,2800,Bihar,Arhar Dal(Tur),2004,3,26,4
2004-03-27,Paddy(Dhan)(Common),2,Bhagalpur,FAQ,Bhagalpur,530,520,525,Bihar,Paddy fine,2004,3,27,5
2004-03-27,Mustard Oil,324,Bhagalpur,FAQ,Bhagalpur,5700,5580,5650,Bihar,Other,2004,3,27,5
2004-03-27,Big Gram,113,Bhagalpur,FAQ,Bhagalpur,1850,1790,1800,Bihar,Other,2004,3,27,5
2004-03-27,Rice,3,Bhagalpur,FAQ,Bhagalpur,1200,800,1100,Bihar,Medium,2004,3,27,5
2004-03-27,Wheat,1,Bhagalpur,FAQ,Bhagalpur,750,675,700,Bihar,Deshi,2004,3,27,5
2004-03-27,Arhar (Tur/Red Gram)(Whole),49,Bhagalpur,FAQ,Bhagalpur,2850,2775,2800,Bihar,Arhar Dal(Tur),2004,3,27,5
2004-03-27,Potato,24,Bhagalpur,FAQ,Bhagalpur,225,175,200,Bihar,Desi,2004,3,27,5
2004-03-27,Masur Dal,259,Bhagalpur,FAQ,Bhagalpur,2370,2310,2350,Bihar,Masoor Gola,2004,3,27,5
2004-03-27,Onion,23,Bhagalpur,FAQ,Bhagalpur,650,580,600,Bihar,Pusa-Red,2004,3,27,5
2004-03-27,Bengal Gram(Gram)(Whole),6,Bhagalpur,FAQ,Bhagalpur,2150,2090,2100,Bihar,Desi (F.A.Q. Split),2004,3,27,5
2004-03-29,Onion,23,Bhagalpur,FAQ,Bhagalpur,650,580,600,Bihar,Pusa-Red,2004,3,29,0
2004-03-29,Arhar (Tur/Red Gram)(Whole),49,Bhagalpur,FAQ,Bhagalpur,2850,2775,2800,Bihar,Arhar Dal(Tur),2004,3,29,0
2004-03-29,Mustard Oil,324,Bhagalpur,FAQ,Bhagalpur,5700,5580,5650,Bihar,Other,2004,3,29,0
2004-03-29,Bengal Gram(Gram)(Whole),6,Bhagalpur,FAQ,Bhagalpur,2150,2090,2100,Bihar,Desi (F.A.Q. Split),2004,3,29,0
2004-03-29,Potato,24,Bhagalpur,FAQ,Bhagalpur,230,180,200,Bihar,Desi,2004,3,29,0
2004-03-29,Rice,3,Bhagalpur,FAQ,Bhagalpur,1200,800,1100,Bihar,Medium,2004,3,29,0
2004-03-29,Wheat,1,Bhagalpur,FAQ,Bhagalpur,750,675,700,Bihar,Deshi,2004,3,29,0
2004-03-29,Paddy(Dhan)(Common),2,Bhagalpur,FAQ,Bhagalpur,530,520,525,Bihar,Paddy fine,2004,3,29,0
2004-03-29,Big Gram,113,Bhagalpur,FAQ,Bhagalpur,1850,1790,1800,Bihar,Other,2004,3,29,0
2004-03-29,Masur Dal,259,Bhagalpur,FAQ,Bhagalpur,2370,2310,2350,Bihar,Masoor Gola,2004,3,29,0
2004-03-31,Bengal Gram(Gram)(Whole),6,Bhagalpur,FAQ,Bhagalpur,2150,2090,2100,Bihar,Desi (F.A.Q. Split),2004,3,31,2
2004-03-31,Onion,23,Bhagalpur,FAQ,Bhagalpur,625,580,600,Bihar,Pusa-Red,2004,3,31,2
2004-03-31,Rice,3,Bhagalpur,FAQ,Bhagalpur,1200,800,1100,Bihar,Medium,2004,3,31,2
2004-03-31,Wheat,1,Bhagalpur,FAQ,Bhagalpur,750,675,700,Bihar,Deshi,2004,3,31,2
2004-03-31,Big Gram,113,Bhagalpur,FAQ,Bhagalpur,1850,1790,1800,Bihar,Other,2004,3,31,2
2004-03-31,Mustard Oil,324,Bhagalpur,FAQ,Bhagalpur,5700,5580,5650,Bihar,Other,2004,3,31,2
2004-03-31,Potato,24,Bhagalpur,FAQ,Bhagalpur,300,225,250,Bihar,Desi,2004,3,31,2
2004-03-31,Arhar (Tur/Red Gram)(Whole),49,Bhagalpur,FAQ,Bhagalpur,2850,2775,2800,Bihar,Arhar Dal(Tur),2004,3,31,2
2004-03-31,Masur Dal,259,Bhagalpur,FAQ,Bhagalpur,2370,2310,2350,Bihar,Masoor Gola,2004,3,31,2
2004-03-31,Paddy(Dhan)(Common),2,Bhagalpur,FAQ,Bhagalpur,530,520,525,Bihar,Paddy fine,2004,3,31,2
2004-04-01,Mustard Oil,324,Bhagalpur,FAQ,Bhagalpur,5700,5580,5650,Bihar,Other,2004,4,1,3
2004-04-01,Potato,24,Bhagalpur,FAQ,Bhagalpur,300,225,250,Bihar,Desi,2004,4,1,3
2004-04-01,Wheat,1,Bhagalpur,FAQ,Bhagalpur,750,675,700,Bihar,Deshi,2004,4,1,3
2004-04-01,Masur Dal,259,Bhagalpur,FAQ,Bhagalpur,2370,2310,2350,Bihar,Masoor Gola,2004,4,1,3
2004-04-01,Arhar (Tur/Red Gram)(Whole),49,Bhagalpur,FAQ,Bhagalpur,2850,2775,2800,Bihar,Arhar Dal(Tur),2004,4,1,3
2004-04-01,Rice,3,Bhagalpur,FAQ,Bhagalpur,1200,800,1100,Bihar,Medium,2004,4,1,3
2004-04-01,Onion,23,Bhagalpur,FAQ,Bhagalpur,625,580,600,Bihar,Pusa-Red,2004,4,1,3
2004-04-01,Big Gram,113,Bhagalpur,FAQ,Bhagalpur,1850,1790,1800,Bihar,Other,2004,4,1,3
2004-04-01,Bengal Gram(Gram)(Whole),6,Bhagalpur,FAQ,Bhagalpur,2150,2090,2100,Bihar,Desi (F.A.Q. Split),2004,4,1,3
2004-04-01,Paddy(Dhan)(Common),2,Bhagalpur,FAQ,Bhagalpur,530,520,525,Bihar,Paddy fine,2004,4,1,3
2004-04-05,Arhar (Tur/Red Gram)(Whole),49,Bhagalpur,FAQ,Bhagalpur,2725,2690,2700,Bihar,Arhar Dal(Tur),2004,4,5,0
2004-04-05,Big Gram,113,Bhagalpur,FAQ,Bhagalpur,1750,1690,1700,Bihar,Other,2004,4,5,0
2004-04-05,Potato,24,Bhagalpur,FAQ,Bhagalpur,325,290,300,Bihar,Desi,2004,4,5,0
2004-04-05,Bengal Gram(Gram)(Whole),6,Bhagalpur,FAQ,Bhagalpur,2050,1990,2000,Bihar,Desi (F.A.Q. Split),2004,4,5,0
2004-04-05,Paddy(Dhan)(Common),2,Bhagalpur,FAQ,Bhagalpur,525,490,500,Bihar,Paddy fine,2004,4,5,0
2004-04-05,Wheat,1,Bhagalpur,FAQ,Bhagalpur,710,690,700,Bihar,Deshi,2004,4,5,0
2004-04-05,Rice,3,Bhagalpur,FAQ,Bhagalpur,1200,800,1100,Bihar,Medium,2004,4,5,0
2004-04-05,Onion,23,Bhagalpur,FAQ,Bhagalpur,550,490,500,Bihar,Pusa-Red,2004,4,5,0
2004-04-05,Mustard Oil,324,Bhagalpur,FAQ,Bhagalpur,5700,5550,5600,Bihar,Other,2004,4,5,0
2004-04-05,Masur Dal,259,Bhagalpur,FAQ,Bhagalpur,2250,2190,2200,Bihar,Masoor Gola,2004,4,5,0
2004-04-06,Rice,3,Bhagalpur,FAQ,Bhagalpur,1200,800,1100,Bihar,Medium,2004,4,6,1
2004-04-06,Masur Dal,259,Bhagalpur,FAQ,Bhagalpur,2250,2190,2200,Bihar,Masoor Gola,2004,4,6,1
2004-04-06,Paddy(Dhan)(Common),2,Bhagalpur,FAQ,Bhagalpur,525,490,500,Bihar,Paddy fine,2004,4,6,1
2004-04-06,Arhar (Tur/Red Gram)(Whole),49,Bhagalpur,FAQ,Bhagalpur,2725,2690,2700,Bihar,Arhar Dal(Tur),2004,4,6,1
2004-04-06,Wheat,1,Bhagalpur,FAQ,Bhagalpur,710,690,700,Bihar,Deshi,2004,4,6,1
2004-04-06,Bengal Gram(Gram)(Whole),6,Bhagalpur,FAQ,Bhagalpur,2050,1990,2000,Bihar,Desi (F.A.Q. Split),2004,4,6,1
2004-04-08,Mustard Oil,324,Bhagalpur,FAQ,Bhagalpur,5700,5550,5600,Bihar,Other,2004,4,8,3
2004-04-08,Bengal Gram(Gram)(Whole),6,Bhagalpur,FAQ,Bhagalpur,2050,1990,2000,Bihar,Desi (F.A.Q. Split),2004,4,8,3
2004-04-08,Paddy(Dhan)(Common),2,Bhagalpur,FAQ,Bhagalpur,525,490,500,Bihar,Paddy fine,2004,4,8,3
2004-04-08,Wheat,1,Bhagalpur,FAQ,Bhagalpur,710,690,700,Bihar,Deshi,2004,4,8,3
2004-04-08,Big Gram,113,Bhagalpur,FAQ,Bhagalpur,1750,1690,1700,Bihar,Other,2004,4,8,3
2004-04-08,Potato,24,Bhagalpur,FAQ,Bhagalpur,325,290,300,Bihar,Desi,2004,4,8,3
2004-04-08,Masur Dal,259,Bhagalpur,FAQ,Bhagalpur,2250,2190,2200,Bihar,Masoor Gola,2004,4,8,3
2004-04-08,Arhar (Tur/Red Gram)(Whole),49,Bhagalpur,FAQ,Bhagalpur,2725,2690,2700,Bihar,Arhar Dal(Tur),2004,4,8,3
2004-04-08,Onion,23,Bhagalpur,FAQ,Bhagalpur,550,490,500,Bihar,Pusa-Red,2004,4,8,3
2004-04-08,Rice,3,Bhagalpur,FAQ,Bhagalpur,1200,800,1100,Bihar,Medium,2004,4,8,3
2004-04-10,Rice,3,Bhagalpur,FAQ,Bhagalpur,1200,800,1100,Bihar,Medium,2004,4,10,5
2004-04-10,Wheat,1,Bhagalpur,FAQ,Bhagalpur,710,690,700,Bihar,Deshi,2004,4,10,5
2004-04-10,Potato,24,Bhagalpur,FAQ,Bhagalpur,325,290,300,Bihar,Desi,2004,4,10,5
2004-04-10,Big Gram,113,Bhagalpur,FAQ,Bhagalpur,1750,1690,1700,Bihar,Other,2004,4,10,5
2004-04-10,Mustard Oil,324,Bhagalpur,FAQ,Bhagalpur,5700,5550,5600,Bihar,Other,2004,4,10,5
2004-04-10,Masur Dal,259,Bhagalpur,FAQ,Bhagalpur,2250,2190,2200,Bihar,Masoor Gola,2004,4,10,5
2004-04-10,Paddy(Dhan)(Common),2,Bhagalpur,FAQ,Bhagalpur,525,490,500,Bihar,Paddy fine,2004,4,10,5
2004-04-10,Onion,23,Bhagalpur,FAQ,Bhagalpur,580,490,500,Bihar,Pusa-Red,2004,4,10,5
2004-04-10,Arhar (Tur/Red Gram)(Whole),49,Bhagalpur,FAQ,Bhagalpur,2725,2690,2700,Bihar,Arhar Dal(Tur),2004,4,10,5
2004-04-10,Bengal Gram(Gram)(Whole),6,Bhagalpur,FAQ,Bhagalpur,2050,1990,2000,Bihar,Desi (F.A.Q. Split),2004,4,10,5
2004-04-15,Bengal Gram(Gram)(Whole),6,Bhagalpur,FAQ,Bhagalpur,2050,1900,2000,Bihar,Desi (F.A.Q. Split),2004,4,15,3
2004-04-15,Rice,3,Bhagalpur,FAQ,Bhagalpur,1200,800,1100,Bihar,Medium,2004,4,15,3
2004-04-15,Wheat,1,Bhagalpur,FAQ,Bhagalpur,710,690,700,Bihar,Deshi,2004,4,15,3
2004-04-15,Masur Dal,259,Bhagalpur,FAQ,Bhagalpur,2250,2190,2200,Bihar,Masoor Gola,2004,4,15,3
2004-04-15,Arhar (Tur/Red Gram)(Whole),49,Bhagalpur,FAQ,Bhagalpur,2725,2690,2700,Bihar,Arhar Dal(Tur),2004,4,15,3
2004-04-15,Onion,23,Bhagalpur,FAQ,Bhagalpur,580,490,500,Bihar,Pusa-Red,2004,4,15,3
2004-04-15,Paddy(Dhan)(Common),2,Bhagalpur,FAQ,Bhagalpur,525,490,500,Bihar,Paddy fine,2004,4,15,3
2004-04-15,Potato,24,Bhagalpur,FAQ,Bhagalpur,325,290,300,Bihar,Desi,2004,4,15,3
2004-04-15,Big Gram,113,Bhagalpur,FAQ,Bhagalpur,1750,1690,1700,Bihar,Other,2004,4,15,3
2004-04-15,Mustard Oil,324,Bhagalpur,FAQ,Bhagalpur,5700,5550,5600,Bihar,Other,2004,4,15,3
2004-04-16,Big Gram,113,Bhagalpur,FAQ,Bhagalpur,1750,1690,1700,Bihar,Other,2004,4,16,4
2004-04-16,Mustard Oil,324,Bhagalpur,FAQ,Bhagalpur,5700,5550,5600,Bihar,Other,2004,4,16,4
2004-04-16,Masur Dal,259,Bhagalpur,FAQ,Bhagalpur,2250,2190,2200,Bihar,Masoor Gola,2004,4,16,4
2004-04-16,Onion,23,Bhagalpur,FAQ,Bhagalpur,580,490,500,Bihar,Pusa-Red,2004,4,16,4
2004-04-16,Rice,3,Bhagalpur,FAQ,Bhagalpur,1200,800,1100,Bihar,Medium,2004,4,16,4
2004-04-16,Potato,24,Bhagalpur,FAQ,Bhagalpur,325,290,300,Bihar,Desi,2004,4,16,4
2004-04-16,Paddy(Dhan)(Common),2,Bhagalpur,FAQ,Bhagalpur,525,490,500,Bihar,Paddy fine,2004,4,16,4
2004-04-16,Arhar (Tur/Red Gram)(Whole),49,Bhagalpur,FAQ,Bhagalpur,2725,2690,2700,Bihar,Arhar Dal(Tur),2004,4,16,4
2004-04-16,Bengal Gram(Gram)(Whole),6,Bhagalpur,FAQ,Bhagalpur,2050,1900,2000,Bihar,Desi (F.A.Q. Split),2004,4,16,4
2004-04-16,Wheat,1,Bhagalpur,FAQ,Bhagalpur,710,690,700,Bihar,Deshi,2004,4,16,4
2004-04-19,Arhar (Tur/Red Gram)(Whole),49,Bhagalpur,FAQ,Bhagalpur,2785,2690,2700,Bihar,Arhar Dal(Tur),2004,4,19,0
2004-04-19,Bengal Gram(Gram)(Whole),6,Bhagalpur,FAQ,Bhagalpur,2050,1900,2000,Bihar,Desi (F.A.Q. Split),2004,4,19,0
2004-04-19,Mustard Oil,324,Bhagalpur,FAQ,Bhagalpur,5700,5550,5600,Bihar,Other,2004,4,19,0
2004-04-19,Potato,24,Bhagalpur,FAQ,Bhagalpur,325,290,310,Bihar,Desi,2004,4,19,0
2004-04-19,Onion,23,Bhagalpur,FAQ,Bhagalpur,580,490,500,Bihar,Pusa-Red,2004,4,19,0
2004-04-19,Paddy(Dhan)(Common),2,Bhagalpur,FAQ,Bhagalpur,525,490,500,Bihar,Paddy fine,2004,4,19,0
2004-04-19,Big Gram,113,Bhagalpur,FAQ,Bhagalpur,1750,1690,1700,Bihar,Other,2004,4,19,0
2004-04-19,Masur Dal,259,Bhagalpur,FAQ,Bhagalpur,2250,2190,2200,Bihar,Masoor Gola,2004,4,19,0
2004-04-19,Wheat,1,Bhagalpur,FAQ,Bhagalpur,710,690,700,Bihar,Deshi,2004,4,19,0
2004-04-19,Rice,3,Bhagalpur,FAQ,Bhagalpur,1200,800,1100,Bihar,Medium,2004,4,19,0
2004-04-21,Masur Dal,259,Bhagalpur,FAQ,Bhagalpur,2250,2190,2200,Bihar,Masoor Gola,2004,4,21,2
2004-04-21,Wheat,1,Bhagalpur,FAQ,Bhagalpur,710,690,700,Bihar,Deshi,2004,4,21,2
2004-04-21,Arhar (Tur/Red Gram)(Whole),49,Bhagalpur,FAQ,Bhagalpur,2785,2600,2700,Bihar,Arhar Dal(Tur),2004,4,21,2
2004-04-21,Potato,24,Bhagalpur,FAQ,Bhagalpur,325,290,315,Bihar,Desi,2004,4,21,2
2004-04-21,Onion,23,Bhagalpur,FAQ,Bhagalpur,585,495,500,Bihar,Pusa-Red,2004,4,21,2
2004-04-21,Big Gram,113,Bhagalpur,FAQ,Bhagalpur,1750,1690,1700,Bihar,Other,2004,4,21,2
2004-04-21,Mustard Oil,324,Bhagalpur,FAQ,Bhagalpur,5700,5550,5600,Bihar,Other,2004,4,21,2
2004-04-21,Paddy(Dhan)(Common),2,Bhagalpur,FAQ,Bhagalpur,525,490,500,Bihar,Paddy fine,2004,4,21,2
2004-04-21,Bengal Gram(Gram)(Whole),6,Bhagalpur,FAQ,Bhagalpur,2050,1900,2000,Bihar,Desi (F.A.Q. Split),2004,4,21,2
2004-04-21,Rice,3,Bhagalpur,FAQ,Bhagalpur,1200,800,1100,Bihar,Medium,2004,4,21,2
2004-04-22,Rice,3,Bhagalpur,FAQ,Bhagalpur,1200,800,1100,Bihar,Medium,2004,4,22,3
2004-04-22,Arhar (Tur/Red Gram)(Whole),49,Bhagalpur,FAQ,Bhagalpur,2785,2610,2700,Bihar,Arhar Dal(Tur),2004,4,22,3
2004-04-22,Wheat,1,Bhagalpur,FAQ,Bhagalpur,710,690,700,Bihar,Deshi,2004,4,22,3
2004-04-22,Paddy(Dhan)(Common),2,Bhagalpur,FAQ,Bhagalpur,525,490,500,Bihar,Paddy fine,2004,4,22,3
2004-04-22,Potato,24,Bhagalpur,FAQ,Bhagalpur,350,305,325,Bihar,Desi,2004,4,22,3
2004-04-22,Masur Dal,259,Bhagalpur,FAQ,Bhagalpur,2250,2190,2200,Bihar,Masoor Gola,2004,4,22,3
2004-04-22,Mustard Oil,324,Bhagalpur,FAQ,Bhagalpur,5700,5550,5600,Bihar,Other,2004,4,22,3
2004-04-22,Onion,23,Bhagalpur,FAQ,Bhagalpur,595,500,510,Bihar,Pusa-Red,2004,4,22,3
2004-04-22,Bengal Gram(Gram)(Whole),6,Bhagalpur,FAQ,Bhagalpur,2050,1900,2000,Bihar,Desi (F.A.Q. Split),2004,4,22,3
2004-04-22,Big Gram,113,Bhagalpur,FAQ,Bhagalpur,1750,1690,1710,Bihar,Other,2004,4,22,3
2004-04-24,Big Gram,113,Bhagalpur,FAQ,Bhagalpur,1750,1690,1710,Bihar,Other,2004,4,24,5
2004-04-24,Paddy(Dhan)(Common),2,Bhagalpur,FAQ,Bhagalpur,525,490,500,Bihar,Paddy fine,2004,4,24,5
2004-04-24,Onion,23,Bhagalpur,FAQ,Bhagalpur,595,500,510,Bihar,Pusa-Red,2004,4,24,5
2004-04-24,Mustard Oil,324,Bhagalpur,FAQ,Bhagalpur,5700,5550,5600,Bihar,Other,2004,4,24,5
2004-04-24,Masur Dal,259,Bhagalpur,FAQ,Bhagalpur,2250,2190,2200,Bihar,Masoor Gola,2004,4,24,5
2004-04-24,Potato,24,Bhagalpur,FAQ,Bhagalpur,350,305,325,Bihar,Desi,2004,4,24,5
2004-04-24,Arhar (Tur/Red Gram)(Whole),49,Bhagalpur,FAQ,Bhagalpur,2785,2610,2700,Bihar,Arhar Dal(Tur),2004,4,24,5
2004-04-24,Bengal Gram(Gram)(Whole),6,Bhagalpur,FAQ,Bhagalpur,2050,1900,2000,Bihar,Desi (F.A.Q. Split),2004,4,24,5
2004-04-24,Wheat,1,Bhagalpur,FAQ,Bhagalpur,710,690,700,Bihar,Deshi,2004,4,24,5
2004-04-24,Rice,3,Bhagalpur,FAQ,Bhagalpur,1200,800,1100,Bihar,Medium,2004,4,24,5
2004-04-26,Rice,3,Bhagalpur,FAQ,Bhagalpur,1200,800,1100,Bihar,Medium,2004,4,26,0
2004-04-26,Potato,24,Bhagalpur,FAQ,Bhagalpur,350,310,325,Bihar,Desi,2004,4,26,0
2004-04-26,Masur Dal,259,Bhagalpur,FAQ,Bhagalpur,2250,2190,2200,Bihar,Masoor Gola,2004,4,26,0
2004-04-26,Big Gram,113,Bhagalpur,FAQ,Bhagalpur,1750,1690,1710,Bihar,Other,2004,4,26,0
2004-04-26,Arhar (Tur/Red Gram)(Whole),49,Bhagalpur,FAQ,Bhagalpur,2785,2610,2700,Bihar,Arhar Dal(Tur),2004,4,26,0
2004-04-26,Mustard Oil,324,Bhagalpur,FAQ,Bhagalpur,5700,5550,5600,Bihar,Other,2004,4,26,0
2004-04-26,Onion,23,Bhagalpur,FAQ,Bhagalpur,595,500,510,Bihar,Pusa-Red,2004,4,26,0
2004-04-26,Wheat,1,Bhagalpur,FAQ,Bhagalpur,710,690,700,Bihar,Deshi,2004,4,26,0
2004-04-26,Bengal Gram(Gram)(Whole),6,Bhagalpur,FAQ,Bhagalpur,2050,1900,2000,Bihar,Desi (F.A.Q. Split),2004,4,26,0
2004-04-26,Paddy(Dhan)(Common),2,Bhagalpur,FAQ,Bhagalpur,525,490,500,Bihar,Paddy fine,2004,4,26,0
2004-04-27,Arhar (Tur/Red Gram)(Whole),49,Bhagalpur,FAQ,Bhagalpur,2785,2610,2700,Bihar,Arhar Dal(Tur),2004,4,27,1
2004-04-27,Masur Dal,259,Bhagalpur,FAQ,Bhagalpur,2250,2190,2200,Bihar,Masoor Gola,2004,4,27,1
2004-04-27,Paddy(Dhan)(Common),2,Bhagalpur,FAQ,Bhagalpur,525,490,500,Bihar,Paddy fine,2004,4,27,1
2004-04-27,Rice,3,Bhagalpur,FAQ,Bhagalpur,1200,800,1100,Bihar,Medium,2004,4,27,1
2004-04-27,Bengal Gram(Gram)(Whole),6,Bhagalpur,FAQ,Bhagalpur,2050,1900,2000,Bihar,Desi (F.A.Q. Split),2004,4,27,1
2004-04-27,Potato,24,Bhagalpur,FAQ,Bhagalpur,350,305,325,Bihar,Desi,2004,4,27,1
2004-04-27,Mustard Oil,324,Bhagalpur,FAQ,Bhagalpur,5700,5550,5600,Bihar,Other,2004,4,27,1
2004-04-27,Wheat,1,Bhagalpur,FAQ,Bhagalpur,710,690,700,Bihar,Deshi,2004,4,27,1
2004-04-27,Onion,23,Bhagalpur,FAQ,Bhagalpur,595,500,510,Bihar,Pusa-Red,2004,4,27,1
2004-04-27,Big Gram,113,Bhagalpur,FAQ,Bhagalpur,1750,1690,1710,Bihar,Other,2004,4,27,1
2004-04-28,Mustard Oil,324,Bhagalpur,FAQ,Bhagalpur,5700,5500,5600,Bihar,Other,2004,4,28,2
2004-04-28,Paddy(Dhan)(Common),2,Bhagalpur,FAQ,Bhagalpur,525,490,500,Bihar,Paddy fine,2004,4,28,2
2004-04-28,Bengal Gram(Gram)(Whole),6,Bhagalpur,FAQ,Bhagalpur,2050,1900,2000,Bihar,Desi (F.A.Q. Split),2004,4,28,2
2004-04-28,Masur Dal,259,Bhagalpur,FAQ,Bhagalpur,2250,2190,2200,Bihar,Masoor Gola,2004,4,28,2
2004-04-28,Arhar (Tur/Red Gram)(Whole),49,Bhagalpur,FAQ,Bhagalpur,2785,2610,2700,Bihar,Arhar Dal(Tur),2004,4,28,2
2004-04-28,Wheat,1,Bhagalpur,FAQ,Bhagalpur,710,690,700,Bihar,Deshi,2004,4,28,2
2004-04-28,Potato,24,Bhagalpur,FAQ,Bhagalpur,350,305,325,Bihar,Desi,2004,4,28,2
2004-04-28,Big Gram,113,Bhagalpur,FAQ,Bhagalpur,1750,1690,1710,Bihar,Other,2004,4,28,2
2004-04-28,Onion,23,Bhagalpur,FAQ,Bhagalpur,595,500,510,Bihar,Pusa-Red,2004,4,28,2
2004-04-28,Rice,3,Bhagalpur,FAQ,Bhagalpur,1200,800,1100,Bihar,Medium,2004,4,28,2
2004-04-29,Rice,3,Bhagalpur,FAQ,Bhagalpur,1200,800,1100,Bihar,Medium,2004,4,29,3
2004-04-29,Bengal Gram(Gram)(Whole),6,Bhagalpur,FAQ,Bhagalpur,2050,1900,2000,Bihar,Desi (F.A.Q. Split),2004,4,29,3
2004-04-29,Masur Dal,259,Bhagalpur,FAQ,Bhagalpur,2250,2190,2200,Bihar,Masoor Gola,2004,4,29,3
2004-04-29,Onion,23,Bhagalpur,FAQ,Bhagalpur,600,510,525,Bihar,Pusa-Red,2004,4,29,3
2004-04-29,Potato,24,Bhagalpur,FAQ,Bhagalpur,360,315,330,Bihar,Desi,2004,4,29,3
2004-04-29,Paddy(Dhan)(Common),2,Bhagalpur,FAQ,Bhagalpur,535,500,510,Bihar,Paddy fine,2004,4,29,3
2004-04-29,Mustard Oil,324,Bhagalpur,FAQ,Bhagalpur,5700,5600,5650,Bihar,Other,2004,4,29,3
2004-04-29,Wheat,1,Bhagalpur,FAQ,Bhagalpur,720,700,710,Bihar,Deshi,2004,4,29,3
2004-04-29,Big Gram,113,Bhagalpur,FAQ,Bhagalpur,1750,1700,1715,Bihar,Other,2004,4,29,3
2004-04-29,Arhar (Tur/Red Gram)(Whole),49,Bhagalpur,FAQ,Bhagalpur,2785,2610,2700,Bihar,Arhar Dal(Tur),2004,4,29,3
2004-05-04,Onion,23,Bhagalpur,FAQ,Bhagalpur,610,520,530,Bihar,Pusa-Red,2004,5,4,1
2004-05-04,Mustard Oil,324,Bhagalpur,FAQ,Bhagalpur,5700,5600,5650,Bihar,Other,2004,5,4,1
2004-05-04,Potato,24,Bhagalpur,FAQ,Bhagalpur,360,325,330,Bihar,Desi,2004,5,4,1
